title,image_url,page_url,description
CrossfireX,https://iwant.games/wp-content/uploads/crossfirex-thumb-400x600.jpg,https://iwant.games/crossfirex/,"CrossfireX — адаптация на Xbox достаточно популярного в Азии условно-бесплатного шутера. Разработкой игры занимается южнокорейская компания Smilegate Entertainment, являющаяся автором оригинала. Игра стала одним из анонсов Microsoft на E3 2019, привлекшим внимание игрового сообщества."
Total War: Warhammer 3,https://iwant.games/wp-content/uploads/total-war-warhammer-3-thumb-400x600.jpg,https://iwant.games/total-war-warhammer-3/,"Total War: Warhammer 3 — следующая игра в популярной серии глобальных стратегий Total War. Соберите свои силы и отправьтесь в Царство Хаоса, измерение умопомрачительного ужаса, где решится сама судьба мира. В игре появятся фракции Кислев и Великий Катай, а также армии 4 богов Хаоса: чумного бога Нургла, Владыки излишеств Слаанеша, Изменяющего пути Тзинча и бога кровопролития и резни Хорна."
Horizon: Forbidden West,https://iwant.games/wp-content/uploads/horizon-forbidden-west-thumb-2-400x600.jpg,https://iwant.games/horizon-forbidden-west/,"Horizon: Forbidden West — продолжение атмосферной приключенческой экшен-RPG про постапокалиптический мир, захваченный роботами. Главная героиня первой части Элой решает отправиться в опасное путешествие в запад Америки в «запретный» регион, чтобы отыскать технологии, которые помогут остановить загадочную скверну, грозящую уничтожить всю жизнь на Земле. "
Martha is Dead,https://iwant.games/wp-content/uploads/martha-is-dead-thumb-400x600.jpg,https://iwant.games/martha-is-dead/,"Martha Is Dead — психологический триллер от 1-го лица, действие которого разворачивается во время Второй мировой войны в 1944 году в Италии. Джулия пытается справиться с тяжёлым психологическим потрясением, связанным со смертью её сестры-близнеца Марты, которую нашли утонувшей в реке."
Elden Ring,https://iwant.games/wp-content/uploads/elden-ring-thumb-1-400x600.jpg,https://iwant.games/elden-ring/,"Elden Ring — совместный проект от японской студии FromSoftware и Джорджа Мартина в духе Dark Souls 3, отличительной особенностью которой станет наличие огромного открытого мира, где игрок сможет вольно путешествовать и сражаться с монстрами."
GRID Legends,https://iwant.games/wp-content/uploads/grid-legends-thumb-400x600.jpg,https://iwant.games/grid-legends/,"GRID Legends — спортивный гоночный симулятор, сочетающий в себе захватывающую атмосферу автоспорта, невероятное разнообразие гонок и сюжет с лайв-экшен роликами, который ставит игрока в центр событий."
Conan Chop Chop,https://iwant.games/wp-content/uploads/conan-chop-chop-thumb-400x600.jpg,https://iwant.games/conan-chop-chop/,"Conan Chop Chop — приключенческий rogulike-экшен. Игра разработана таким образом, что в нее одновременно могут играть от 1 до 4 человек. Кроме того, геймеры имеют возможность сразиться и по сети. Игра максимально реалистичная, события происходят во вселенной ""Конана-Варвара""."
Shadow Warrior 3,https://iwant.games/wp-content/uploads/shadow-warrior-3-thumb-1-400x600.jpg,https://iwant.games/shadow-warrior-3/,"Shadow Warrior 3 — третья часть перезапущенной линейки шутеров от первого лица. Игроку предстоит играть за «корпоративного» ниндзя по имени Ло Ванг, который будет путешествовать по мифической азиатской стране, пытаясь предотвратить конец света, который, впрочем-то, наступил по его вине."
ELEX 2,https://iwant.games/wp-content/uploads/elex-2-thumb-400x600.jpg,https://iwant.games/elex-2/,"ELEX 2 — вторая часть экшен-приключенческой серии от 3-го лица. Спустя несколько лет после того, как Джакс победил Гибрида, на темном Элексе высвободилась новая сила, угрожающая  уничтожить все живое на планете. Чтобы защитить свою семью и всю планету Магалан, главный герой отправляется на миссию, чтобы убедить враждующие фракции объединиться в борьбе против захватчиков."
Aperture Desk Job,https://iwant.games/wp-content/uploads/aperture-desk-job-thumb-400x600.jpg,https://iwant.games/aperture-desk-job/,"Aperture Desk Job — бесплатная юморная игра-головоломка во вселенной Portal, созданная прежде всего для демонстрации возможностей гибридной игровой консоли Steam Deck от Valve. В роли рядового научного сотрудника под управлением искусственного интеллекта Грэди, игроку предстоит заниматься контролем качества унитазов, а также изобрести нечто новое."
Beholder 3,https://iwant.games/wp-content/uploads/beholder-3-thumb-1-400x600.jpg,https://iwant.games/beholder-3/,"Beholder 3 – продолжение антиутопической серии игр про жизнь в суровых реалиях тоталитарного государства. Игроку предстоит играть за Франка Шварца — бывшего работника министерства, которого подставили и теперь ему грозит тюрьма. Чтобы избежать заключения и вернуться к относительно нормальной жизни, вы становитесь государственным шпионом на службе у высокопоставленной чиновницы службы безопасности."
Babylon’s Fall,https://iwant.games/wp-content/uploads/babylons-fall-thumb-400x600.jpg,https://iwant.games/babylons-fall/,"Babylon's Fall — кооперативный ролевой экшен от 3-го лица, где игрокам предстоит захватить великую Вавилонскую башня под названием «Зиккурат». "
Gran Turismo 7,https://iwant.games/wp-content/uploads/gran-turismo-7-thumb-400x600.jpg,https://iwant.games/gran-turismo-7/,"Gran Turismo 7 – седьмая эксклюзивная часть известной серии автосимуляторов с высокореалистичными моделями гоночных спорткаров, 3-мерным звуком и интересными режимами, включая «легендарный режим» — GT Simulation Mode."
WWE 2K22,https://iwant.games/wp-content/uploads/wwe-2k22-thumb-400x600.jpg,https://iwant.games/wwe-2k22/,"WWE 2K22 — спортивный симулятор реслинга, следующая игра в серии WWE."
Tunic,https://iwant.games/wp-content/uploads/tunic-thumb-400x600.jpg,https://iwant.games/tunic/,"Tunic — приключенческая игра с изометрической камерой и мультяшной стилистике, напоминающая по духу The Legend of Zelda: Breath of the Wild, где игроку предстоит сыграть за лисёнка в тунике. "
Shredders,https://iwant.games/wp-content/uploads/shredders-thumb-400x600.jpg,https://iwant.games/shredders/,"Shredders — спортивный симулятор сноубординга, вдохновленный фильмами о сноубордах, играми серии Amped из оригинальной Xbox и реальными райдерами."
Persona 4 Arena Ultimax,https://iwant.games/wp-content/uploads/persona-4-arena-ultimax-thumb-400x600.jpg,https://iwant.games/persona-4-arena-ultimax/,"Persona 4 Arena Ultimax — файтинг, основанный на персонажах Persona 3 и 4. Используя комбинации ударов и суперприёмов игроку предстоит сразиться один на один с другим игроком или компьютером."
Syberia: The World Before,https://iwant.games/wp-content/uploads/syberia-the-world-before-thumb-400x600.jpg,https://iwant.games/syberia-the-world-before/,"Syberia: The World Before — четвертая игра в приключенческой серии Syberia, посвященной решению головоломок и раскрытию тайн. Согласно сюжету нас ждёт игра сразу за двух персонажей из двух разных эпох."
Stranger of Paradise: Final Fantasy Origin,https://iwant.games/wp-content/uploads/stranger-of-paradise-final-fantasy-origin-thumb-400x600.jpg,https://iwant.games/stranger-of-paradise-final-fantasy-origin/,"Stranger of Paradise: Final Fantasy Origin — ролевой экшен-слэшер от 3-го лица, приквел самой первой игры серии Final Fantasy. По сюжету, Джек, Эш и Джед открыли врата в Храм Хаоса, чтобы победить сразиться с ним, но неизвестно – они ли те пророческие воины Света, которые должны стать спасителями вселенной?"
GhostWire: Tokyo,https://iwant.games/wp-content/uploads/ghostwire-tokyo-thumb-400x600.jpg,https://iwant.games/ghostwire-tokyo/,"GhostWire: Tokyo — приключенческий сверхъестественный боевик от 1-го лица о странных паранормальных явлениях, анонсированный на E3 2019."
Tiny Tina’s Wonderlands,https://iwant.games/wp-content/uploads/tiny-tinas-wonderlands-thumb-400x600.jpg,https://iwant.games/tiny-tinas-wonderlands/,"Tiny Tina's Wonderlands — кооперативный экшен-RPG от 1-го лица, фэнтезийный спин-офф Borderlands про вымышленный мир Крошки Тины, вдохновлённый дополнением «Крошка Тина штурмует Обитель дракона» для Borderlands 2. Игроков ждёт полноценная сюжетная кампания, в которой герои отправятся зачищать подземелья, собирать сокровища, сражаясь с монстрами и главарём в лице Повелителя драконов. "
Weird West,https://iwant.games/wp-content/uploads/weird-west-thumb-400x600.jpg,https://iwant.games/weird-west/,"Weird West — иммерсивный симулятор с видом сверху 3D в сеттинге фэнтезийного Дикого Запада с открытым миром. В игре будет несколько играбельных персонажей, но изначально игрок берёт на себя роль Джейн Белл — охотницы за головами, которая отправляется на поиски убийц своего сына и похитителей мужа."
LEGO Star Wars: The Skywalker Saga,https://iwant.games/wp-content/uploads/lego-star-wars-the-skywalker-saga-thumb-1-400x600.jpg,https://iwant.games/lego-star-wars-the-skywalker-saga/,"LEGO Star Wars: The Skywalker Saga (рус. «Лего Звездные Войны: Сага Скайуокеров») - экшен-приключенческая игра серии ЛЕГО в открытом мире далекой-далекой галактики, анонсированная на E3 2019 и охватывающая все 9 кинофильмов вселенной Звездных Войн."
MLB The Show 22,https://iwant.games/wp-content/uploads/mlb-the-show-22-thumb-400x600.jpg,https://iwant.games/mlb-the-show-22/,MLB The Show 22 — продолжении серии спортивных симуляторов бейсбола за 2022 год.
Aircraft Carrier Survival,https://iwant.games/wp-content/uploads/aircraft-carrier-survival-thumb-400x600.jpg,https://iwant.games/aircraft-carrier-survival/,"Aircraft Carrier Survival — одиночный экшен-симулятор про управление авианосцем, действие которого происходит в разгар Второй мировой войны. Пользователю предстоит оборонять экипаж от вражеских налетов, следить за дисциплиной на судне и командовать своими подчиненными."
MotoGP 22,https://iwant.games/wp-content/uploads/motogp-22-thumb-400x600.jpg,https://iwant.games/motogp-22/,"MotoGP 22 — продолжение серии игр спортивного гоночного симулятора MotoGP. В этот раз разработчики добавили абсолютно новый режим Season 2009, в котором можно повторить легендарные заезды мотозвёзд."
Dune: Spice Wars,https://iwant.games/wp-content/uploads/dune-spice-wars-thumb-400x600.jpg,https://iwant.games/dune-spice-wars/,"Dune: Spice Wars — стратегия в реальном времени с элементами 4X, действие которой разворачивается во вселенной «Дюны» Фрэнка Герберта. Игроку предстоит выбрать один из великих домов Атрейдес и Харконнен, чтобы сражаться за ценный ресурс — Спайс, добыть который можно только на планете Арракис."
Bloodhunt,https://iwant.games/wp-content/uploads/bloodhunt-thumb-400x600.jpg,https://iwant.games/bloodhunt/,"Vampire: The Masquerade — Bloodhunt — бесплатный экшен в жанре «королевская битва» от 3-го лица во вселенной Vampire: The Masquerade. 45 игрокам предстоит сражаться друг с другом (соло или в пати по 3 человека) на улицах Праги, пока не останется последний выживший. На выбор предоставляется 6 героев из 3 кланов (Бруха, Носферату, Тореадор), каждый из которых обладает своими сильными сторонами и уникальными навыками. "
"Warhammer 40,000: Chaos Gate — Daemonhunters",https://iwant.games/wp-content/uploads/warhammer-40000-chaos-gate-daemonhunters-thumb-400x600.jpg,https://iwant.games/warhammer-40000-chaos-gate-daemonhunters/,"Warhammer 40,000: Chaos Gate - Daemonhunters — пошаговая научно-фантастическая тактическая ролевая игра во вселенной Warhammer 40,000, действие которой разворачивается в 41-м тысячелетии. Игроку предстоит возглавить Серых Рыцарей, чтобы сразиться с армией Хаоса и предотвратить заражение галактики «Расцветом»."
Trek to Yomi,https://iwant.games/wp-content/uploads/trek-to-yomi-thumb-400x600.jpg,https://iwant.games/trek-to-yomi/,"Trek to Yomi — мрачный приключенческий сайдскролл экшен про молодого самурая Хироки, который поклялся своему умирающему мастеру защищать свой город и его жителей. Игрока ждут жестокие сражения на мечах катана и прочим традиционным вооружением самураев, беспощадные противники и сверхъестественные создания, а также интересная история отважного героя, отправившегося в опасное путешествие за гранью жизни и смерти."
We Were Here Forever,https://iwant.games/wp-content/uploads/we-were-here-forever-thumb-400x600.jpg,https://iwant.games/we-were-here-forever/,"We Were Here Forever – это кооперативная головоломка, в которой игрокам предстоит в компании с другом заниматься исследованием огромного открытого мира и разгадывать различные тайны и секреты. Максимум комфорта от проекта получат те, кто пригласит в компанию друзей, с которыми все шаги будут обсуждаться по голосовой связи."
Songs of Conquest,https://iwant.games/wp-content/uploads/songs-of-conquest-thumb-400x600.jpg,https://iwant.games/songs-of-conquest/,"Songs of Conquest — пошаговая стратегия в духе Heroes of Might and Magic 3 в пиксельной стилистике. Игровой процесс очень похож на упомянутые выше героев: выбираем фракцию, отстраиваем свой замок, нанимаем существ, исследуем мир в поисках ресурсов, золота и артефактов."
Evil Dead: The Game,https://iwant.games/wp-content/uploads/evil-dead-the-game-thumb-400x600.jpg,https://iwant.games/evil-dead-the-game/,"Evil Dead: The Game — онлайн экшен на выживание от 3-го лица с PVE и PVP режимами, основанный на сериале «Эш против зловещих мертвецов» и вселенной «Зловещих мертвецов». Игрокам предстоит объединиться в кооперативе, чтобы сражаться с толпами зомби используя огнестрел или оружие ближнего боя, или же играть друг против друга в соревновательном режиме."
Arma Reforger,https://iwant.games/wp-content/uploads/arma-reforger-thumb-400x600.jpg,https://iwant.games/arma-reforger/,"Arma Reforger — тактический онлайн шутер от 1-го лица, действие которого разворачивается во времена Холодной войны в 1989 году. По сюжету войска США и СССР ведут борьбу за остров-государство Эверон в Атлантическом океане. Игроку предстоит участвовать в массовых боях на одной из сторон конфликта."
V Rising,https://iwant.games/wp-content/uploads/v-rising-thumb-400x600.jpg,https://iwant.games/v-rising/,"V Rising — изометрическая ММО экшен-РПГ на выживание в открытом мире, где игрокам предстоит сыграть за вампиров, пробудившихся после векового сна, создать свою армию и захватить престол. "
Vampire: The Masquerade Swansong,https://iwant.games/wp-content/uploads/vampire-the-masquerade-swansong-thumb-400x600.jpg,https://iwant.games/vampire-the-masquerade-swansong/,"Vampire: The Masquerade Swansong — сюжетная одиночная ролевая игра от 3-го лица, основанная на 5-й редакции настолки Vampire: The Masquerade. Игроку предстоит сыграть за 3-х вампиров из разных кланов Камарильи, которые расследуют произошедшую бойню. Каждый персонаж имеет свою сюжетную ветку и обладает уникальными способностями. Переключаться между героями можно будет в любой момент. "
Dolmen,https://iwant.games/wp-content/uploads/dolmen-thumb-400x600.jpg,https://iwant.games/dolmen/,"Dolmen — динамичный соулслайк экшен от 3-го лица в научно-фантастическом сеттинге, действие которого разворачивается на враждебной планете Ревион-Прайм. Игроку предстоит собирать образцы уникальных кристаллов, так называемых «дольменов», обладающих уникальными свойствами и возможностью стирать границы между мирами, и доставлять их на базу. "
Roller Champions,https://iwant.games/wp-content/uploads/roller-champions-thumb-400x600.jpg,https://iwant.games/roller-champions/,"Roller Champions — спортивный соревновательный симулятор от 3-го лица, представленный на E3 2019. Игра Roller Champions представляет собой симулятор футуристичного американского футбола. Действие игры разворачивается в 2029 году, а пользователь играет за одного из чемпионов популярной игры роллербол, цель которой на большой скорости на роликах забросить мяч в кольцо."
My Time at Sandrock,https://iwant.games/wp-content/uploads/my-time-at-sandrock-thumb-400x600.jpg,https://iwant.games/my-time-at-sandrock/,"My Time at Sandrock — исследовательский симулятор фермера и строительства, сиквел игры My Time at Portia. Действие игры разворачивается в постапокалиптическом мире примерно через 300 лет после Дня бедствия."
Sniper Elite 5,https://iwant.games/wp-content/uploads/sniper-elite-5-thumb-400x600.jpg,https://iwant.games/sniper-elite-5/,"Sniper Elite 5 — снайперский шутер от 3-го лица, следующая игра в серии Sniper Elite. На этот раз действие игры разворачивается во Франции 1944 года, где снайпер Карл Фейрберн вместе с французским Сопротивлением пытается ослабить немецкие укрепления «Атлантический вал» на побережье Бретани, однако это ещё не главная проблема. Вскоре он узнает, что у нацистов есть секретный проект, который может завершить войну еще до высадки в Нормандии."
Kao the Kangaroo,https://iwant.games/wp-content/uploads/kao-the-kangaroo-thumb-400x600.jpg,https://iwant.games/kao-the-kangaroo/,"Kao the Kangaroo — приключенческий экшен-платформер от 3-го лица в духе серии Crash Bandicoot. В роли кенгуру Као игроку предстоит преодолевать сложные уровни, перепрыгивая через воду и другие смертельные препятствия, собирать монетки и сердечки, сражаться с противниками с помощью магических перчаток и двигаться к следующему чекпоинту."
Diablo Immortal,https://iwant.games/wp-content/uploads/diablo-immortal-thumb-400x600.jpg,https://iwant.games/diablo-immortal/,"Diablo Immortal — бесплатная изометрическая фэнтезийная экшен-RPG игра, мобильная версия которой официально выйдет на ПК. Действие игры разворачивается между событиями Diablo II: Lord of Destruction и Diablo III. "
The Quarry,https://iwant.games/wp-content/uploads/the-quarry-thumb-400x600.jpg,https://iwant.games/the-quarry/,"The Quarry — хоррор на выживание в жанре интерактивного кино от третьего лица от создателей Until Dawn о вечеринке вожатых в лагере Hackett Quarry, которую прервало появление нежданных гостей. И вместо веселья им предстоит выжить до рассвета. У геймеров есть выбор из девяти играбельных персонажей, а также возможность пригласить до семи друзей в игру."
Starship Troopers: Terran Command,https://iwant.games/wp-content/uploads/starship-troopers-terran-command-thumb-400x600.jpg,https://iwant.games/starship-troopers-terran-command/,"Starship Troopers: Terran Command (рус. «Звёздный десант: Терранское Коммандование») — RTS стратегия во вселенной кинофильма «Звёздный десант». Создавайте базы, улучшайте технологии, рекрутируйте бойцов в мобильную пехоту, используйте тактические навыки, чтобы одолеть превосходящие по числу толпы арахнидов и стать героем галактической федерации."
Teenage Mutant Ninja Turtles: Shredder’s Revenge,https://iwant.games/wp-content/uploads/teenage-mutant-ninja-turtles-shredders-revenge-thumb-400x600.jpg,https://iwant.games/teenage-mutant-ninja-turtles-shredders-revenge/,"Teenage Mutant Ninja Turtles: Shredder's Revenge — классический beat'em up боевик с ретро-пиксельной графикой во вселенной «Черепашек Ниндзя» от создателей Streets of Rage 4. Игрокам предстоит сыграть за Леонардо, Рафаэля, Микеланджело и Донателло, объединившись в кооперативе до 4-х игроков одновременно, чтобы бросить вызов Шреддеру и Клану Фут."
Neon White,https://iwant.games/wp-content/uploads/neon-white-thumb-400x600.jpg,https://iwant.games/neon-white/,"Neon White — динамичный раннер-платформер от 1-го лица, где игроку предстоит сыграть за призванного из ада на небеса наёмного убийцу Неона Уайта, целью которого станет уничтожение монстров, напавших на Рай. "
Cuphead: The Delicious Last Course,https://iwant.games/wp-content/uploads/cuphead-the-delicious-last-course-thumb-400x600.jpg,https://iwant.games/cuphead-the-delicious-last-course/,"Cuphead: The Delicious Last Course — первое дополнение к популярному мультяшному скролл-шутеру Cuphead, в котором Капхед и Магмен отправятся в новое захватывающее приключение на ранее неизведанный Чернильный остров."
F1 22,https://iwant.games/wp-content/uploads/f1-22-thumb-400x600.jpg,https://iwant.games/f1-22/,"F1 22 — спортивный симулятор гонок «Формула 1». В игре появится новый автодром Майами, поддержка технологии VR (PC), система адаптивного ИИ и прохождение в 3 вариантах: сокращённый, средний и полный сезоны."
GWENT: Rogue Mage,https://iwant.games/wp-content/uploads/gwent-rogue-mage-thumb-400x600.jpg,https://iwant.games/gwent-rogue-mage/,GWENT: Rogue Mage (раб. название «Project Golden Nekker») — первое одиночное дополнения для карточной игры Gwent: The Witcher Card Game.
Stray,https://iwant.games/wp-content/uploads/stray-thumb-1-400x600.jpg,https://iwant.games/stray/,"Stray — приключенческая игра про кошку в футуристическом киберпанковом будущем. Бродите по окрестностям высоко и низко, защищайтесь от непредвиденных угроз и разгадывайте тайны этого неприветливого места, где обитают только скромные дроиды и опасные существа."
MultiVersus,https://iwant.games/wp-content/uploads/multiversus-thumb-400x600.jpg,https://iwant.games/multiversus/,"MultiVersus — бесплатный мультяшный 2.5D платформенный файтинг, основанный на персонажах вселенных Warner Bros., среди которых: DC, Looney Tunes, «Скуби-Ду», «Игра престолов», «Время приключений», «Вселенная Стивена». Каждый герой имеет уникальные способности и свой стиль боя. Игроки смогут принимать участие в 3 режимах: 1 на 1, 2 на 2 и 4 на 4."
Xenoblade Chronicles 3,https://iwant.games/wp-content/uploads/xenoblade-chronicles-3-thumb-400x600.jpg,https://iwant.games/xenoblade-chronicles-3/,"Xenoblade Chronicles 3 — японская экшен-ролевая игра от 3-го лица с открытым миром, третья игра в серии Xenoblade Chronicles, которая призвана «объединить будущее» предыдущих частей. "
Hard West 2,https://iwant.games/wp-content/uploads/hard-west-2-thumb-400x600.jpg,https://iwant.games/hard-west-2/,"Hard West II — пошаговая тактическая стратегия о Диком Западе в «духе XCOM», вторая игра в серии Hard West. Главный герой — Джин Картер, решивший со своей шайкой уголовников провернуть ограбление века."
Two Point Campus,https://iwant.games/wp-content/uploads/two-point-campus-thumb-400x600.jpg,https://iwant.games/two-point-campus/,"Two Point Campus — градостроительный симулятор от создателей Two Point Hospital, где игрокам предстоит построить университет своей мечты."
Cult of the Lamb,https://iwant.games/wp-content/uploads/cult-of-the-lamb-thumb-400x600.jpg,https://iwant.games/cult-of-the-lamb/,"Cult of the Lamb — мрачный стилизованный рогалик с видом сверху, где игроку предстоит сыграть за милого ягнёнка."
Rollerdrome,https://iwant.games/wp-content/uploads/rollerdrome-thumb-400x600.jpg,https://iwant.games/rollerdrome/,"Rollerdrome — шутер от 3-го лица от создателей OlliOlli в сеттинге ретрофутуризма и стилизованной рисованной графики, где герои сражаются друг с другом с помощью огнестрельного оружия, передвигаясь на роликах. "
Way of the Hunter,https://iwant.games/wp-content/uploads/way-of-the-hunter-thumb-400x600.jpg,https://iwant.games/way-of-the-hunter/,"Way of the Hunter — симулятор охоты от 1-го лица с возможностью кооператива, действие которого разворачивается на территории США и Европы. Игроку предстоит выслеживать и убивать животных в их естественной среде обитания. "
Thymesia,https://iwant.games/wp-content/uploads/thymesia-thumb-400x600.jpg,https://iwant.games/thymesia/,"Thymesia — одиночный соулс-лайк ролевой экшен от 3-го лица о мужчине в маске Чумного Доктора, которому предстоит раскрыть тайны собственных воспоминаний."
Madden NFL 23,https://iwant.games/wp-content/uploads/madden-nfl-23-thumb-400x600.jpg,https://iwant.games/madden-nfl-23/,Madden NFL 23 — следующая игра в серии спортивных симуляторов американского футбола. 
Saints Row (2022),https://iwant.games/wp-content/uploads/saints-row-2022-thumb-400x600.jpg,https://iwant.games/saints-row-2022/,"Saints Row (2022) — перезапуск популярной экшен-серии от 3-го лица, действие которого разворачивается в вымышленном городе Санто-Илесо на юго-западе США, состоящем из 9 районов, контролируемых 9 бандами. Разработчики обещают, что в данной игре будет самый большой открытый мир из всей серии, включающий различные биомы: городская местность, пустыня, пригород, трущобы и т.д."
eFootball PES 2023,https://iwant.games/wp-content/uploads/efootball-2023-thumb-400x600.jpg,https://iwant.games/efootball-2023/,"eFootball (PES 2023) — бесплатный футбольный симулятор с обновлённым контентом, соответствующим современным футбольным реалиям. Игра, по сути, является обновлением для eFootball 2022."
F1 Manager 2022,https://iwant.games/wp-content/uploads/f1-manager-2022-thumb-400x600.jpg,https://iwant.games/f1-manager-2022/,"F1 Manager 2022 — спортивный симулятор гоночного менеджмента «Формулы-1», первая игра в серии из четырёх планируемых до 2025 года (по одной игре на сезон). Игроку предстоит выполнять различные задачи: начиная от найма сотрудников и гонщиков, заканчивая техобслуживанием болидов и тактикой в заездах. "
Destroy All Humans! 2 — Reprobed,https://iwant.games/wp-content/uploads/destroy-all-humans-2-reprobed-thumb-400x600.jpg,https://iwant.games/destroy-all-humans-2-reprobed/,"Destroy All Humans! 2 - Reprobed — ремейк экшен-шутера Destroy All Humans! 2, выпущенного в 2006 году на PS2. Игроку предстоит сыграть за инопланетянина Крипто, чтобы отомстить КГБ за взрыв вашего корабля-носителя. Игра поддерживает локальный кооператив на 2-х игроков с разделённым экраном. "
Commandos 3: HD Remaster,https://iwant.games/wp-content/uploads/commandos-3-hd-remaster-thumb-400x600.jpg,https://iwant.games/commandos-3-hd-remaster/,"Commandos 3: HD Remaster — тактическая стратегия в реальном времени с изометрической камерой в сеттинге Второй мировой войны, ремастер игры Commandos 3: Destination Berlin 2003 года. Управляя элитным отрядом бойцов, игроку предстоит участвовать в секретных операциях, выполняя сложные задания по уничтожению важных целей."
The Last of Us Part I (2022),https://iwant.games/wp-content/uploads/the-last-of-us-2022-thumb-1-400x600.jpg,https://iwant.games/the-last-of-us-2022/,"The Last of Us Part I (2022) Remake — ремейк оригинального приключенческого экшена The Last of Us, вышедшего в 2014 году для PS4. Игра получит улучшенную графику, эффекты, геймплей, боевую систему, управление, а также новые опции доступности."
Lego Brawls,https://iwant.games/wp-content/uploads/lego-brawls-thumb-400x600.jpg,https://iwant.games/lego-brawls/,"Lego Brawls — мультяшный платформенный файтинг с видом сбоку 2.5D во вселенной LEGO, где игрокам предстоит сражаться друг с другом командами 4 на 4 и бороться за центр карты. "
Disney Dreamlight Valley,https://iwant.games/wp-content/uploads/disney-dreamlight-valley-thumb-400x600.jpg,https://iwant.games/disney-dreamlight-valley/,"Disney Dreamlight Valley — приключенческий симулятор жизни от 3-го лица, действие которого разворачивается во вселенной Disney и Pixar. По сюжету все персонажи мультяшной вселенной жили в милой деревушке Dreamlight Valley, пока не случилось Забвение  и город не зарос Ночным терновником. "
Steelrising,https://iwant.games/wp-content/uploads/steelrising-thumb-400x600.jpg,https://iwant.games/steelrising/,"Steelrising — ролевой экшен от 3-го лица, действие которого разворачивается в альтернативной версии Франции конца 18 века, где король Людовик XVI боролся с революционерами при помощи роботов. "
NBA 2K23,https://iwant.games/wp-content/uploads/nba-2k23-thumb-400x600.jpg,https://iwant.games/nba-2k23/,NBA 2K23 — баскетбольный симулятор сезона 2022 года.
Splatoon 3,https://iwant.games/wp-content/uploads/splatoon-3-thumb-400x600.jpg,https://iwant.games/splatoon-3/,"Splatoon 3 — динамичный экшен-шутер от 3-го лица с мультяшной графикой, где герои сражаются с помощью пушек с разноцветными чернилами, третья игра в серии Splatoon. "
Metal: Hellsinger,https://iwant.games/wp-content/uploads/metal-hellsinger-thumb-400x600.jpg,https://iwant.games/metal-hellsinger/,"Metal: Hellsinger — ритм-шутер от 1-го лица в демонической вселенной, где увеличение вашего урона зависит от вашей способности стрелять и совершать действия в такт музыки. Действие игры разворачивается в Аду, где в роли безымянного получеловека-полудемона игроку предстоит сражаться с ордами демонов, монстров и их главарями."
Return to Monkey Island,https://iwant.games/wp-content/uploads/return-to-monkey-island-thumb-400x600.jpg,https://iwant.games/return-to-monkey-island/,Return to Monkey Island — долгожданное продолжение легендарной серии и являющееся прямым продолжением Secret of Monkey Island и Monkey Island 2: LeChuck's Revenge.
Soulstice,https://iwant.games/wp-content/uploads/soulstice-thumb-400x600.jpg,https://iwant.games/soulstice/,Soulstice — одиночный слэшер от 3-го лица в сеттинге мрачного тёмного фэнтези в духе серии Devil May Cry.
Slime Rancher 2,https://iwant.games/wp-content/uploads/slime-rancher-2-thumb-400x600.jpg,https://iwant.games/slime-rancher-2/,"Slime Rancher 2 — вторая часть приключенческого симулятора от 1-го лица, в котором Беатрикс ЛёБо предстоит пересечь море Слайма, чтобы попасть на Радужный остров в поисках новых слаймов, головоломок и древних тайн."
Shovel Knight Dig,https://iwant.games/wp-content/uploads/shovel-knight-dig-thumb-400x600.jpg,https://iwant.games/shovel-knight-dig/,"Shovel Knight Dig — приключенческий 2D-пиксельный roguelite-платформер, приквел серии Shovel Knight. По сюжету банда Рыцаря-Бурильщика похищает сумку с сокровищами у нашего главного героя Лопатного Рыцаря и скрывается глубоко под землёй. Игроку предстоит добраться до злодеев и вернуть награбленное, пройдя через множество ловушек и противников на своём пути."
FIFA 23,https://iwant.games/wp-content/uploads/fifa-23-thumb-1-400x600.jpg,https://iwant.games/fifa-23/,"FIFA 23 — футбольный симулятор 2022 года, последняя игра серии с подзаголовком «FIFA». Разработчики обещают сделать лучшую игру в серии."
Moonbreaker,https://iwant.games/wp-content/uploads/moonbreaker-thumb-400x600.jpg,https://iwant.games/moonbreaker/,"Moonbreaker — пошаговая тактическая стратегия в научно-фантастическом сеттинге от создателей Subnautica и писателя Брэндона Сандерсана (автора «Рождённый Туманом» и «Архив Буресвета»). Игроку предстоит собрать отряд из 11 юнитов (капитан, члены экипажа и корабли-помощники) и сразиться с командой противника в пошаговом бое."
Marauders,https://iwant.games/wp-content/uploads/marauders-thumb-400x600.jpg,https://iwant.games/marauders/,"Marauders — тактический кооперативный научно-фантастический лутер-шутер от первого лица о космических пиратах, действие которого разворачивается в альтернативных 90-х, где Великая Война так и не закончилась."
Overwatch 2,https://iwant.games/wp-content/uploads/overwatch-2-thumb-1-400x600.jpg,https://iwant.games/overwatch-2/,Overwatch 2 — вторая часть онлайн шутера от 1-го лица с новым кооперативным сюжетным режимом прохождения игры.
